Timestamp,A,B,C,D,E,F
2023-03-15 05:45:00,6711,7,1150,996,69,32
2023-03-15 06:00:00,5749,8,693,1163,82,11
2023-03-15 06:15:00,8011,9,874,995,96,11
2023-03-15 06:30:00,7128,10,869,922,107,20
2023-03-15 06:45:00,4754,8,765,910,113,15
2023-03-15 07:00:00,6338,8,1214,852,110,19
2023-03-15 07:15:00,6486,7,870,645,128,12
2023-03-15 07:30:00,5224,8,994,909,146,10
2023-03-15 07:45:00,3801,11,775,668,140,7
2023-03-15 08:00:00,3636,9,726,696,145,9
2023-03-15 08:15:00,4591,7,730,363,160,1
2023-03-15 08:30:00,4714,8,801,525,158,8
2023-03-15 08:45:00,4047,10,724,523,158,8
2023-03-15 09:00:00,3846,8,704,463,151,4
2023-03-15 09:15:00,3493,10,635,723,173,1
2023-03-15 09:30:00,4614,10,621,858,164,2
2023-03-15 09:45:00,4354,10,786,606,182,8
2023-03-15 10:00:00,3954,9,659,542,180,1
2023-03-15 10:15:00,4776,10,728,646,192,6
2023-03-15 10:30:00,4883,11,668,552,167,3
2023-03-15 10:45:00,3717,7,706,769,189,1
2023-03-15 11:00:00,4044,6,719,942,191,8
2023-03-15 11:15:00,3494,6,697,886,188,10
2023-03-15 11:30:00,3677,10,614,616,195,1
2023-03-15 11:45:00,3590,9,761,575,200,3
2023-03-15 12:00:00,4547,6,643,487,207,2
2023-03-15 12:15:00,4512,9,677,409,201,6
2023-03-15 12:30:00,5144,7,796,703,185,2
2023-03-15 12:45:00,4606,6,693,404,198,5
2023-03-15 13:00:00,4253,8,602,668,186,10
2023-03-15 13:15:00,3599,6,626,262,174,6
2023-03-15 13:30:00,4335,10,814,637,180,4
2023-03-15 13:45:00,3869,11,797,533,164,12
2023-03-15 14:00:00,3793,7,889,475,167,5
2023-03-15 14:15:00,4271,6,700,534,171,9
2023-03-15 14:30:00,4385,8,737,746,174,12
2023-03-15 14:45:00,4675,7,985,810,144,3
2023-03-15 15:00:00,5697,11,1175,512,152,2
2023-03-15 15:15:00,5497,12,951,1060,154,21
2023-03-15 15:30:00,7667,7,968,887,147,4
2023-03-15 15:45:00,5514,10,1011,1108,138,23
2023-03-15 16:00:00,6327,7,990,964,142,28
2023-03-15 16:15:00,9018,11,1148,961,137,9
2023-03-15 16:30:00,9834,11,989,1123,120,16
2023-03-15 16:45:00,8967,9,940,1525,115,13
2023-03-15 17:00:00,6679,9,963,1287,127,32
2023-03-15 17:15:00,8870,11,941,1113,123,5
2023-03-15 17:30:00,5365,7,767,1433,115,24
2023-03-15 17:45:00,4809,10,1063,1012,109,4
2023-03-15 18:00:00,5170,8,851,1188,93,19
2023-03-15 18:15:00,3687,7,905,742,97,14
2023-03-15 18:30:00,5000,10,590,1205,95,2
2023-03-15 18:45:00,4724,9,750,745,92,2
2023-03-15 19:00:00,4587,9,720,808,80,7
2023-03-15 19:15:00,3660,9,619,905,79,2
2023-03-15 19:30:00,4251,5,824,845,65,2
2023-03-15 19:45:00,3164,9,606,529,60,5
2023-03-15 20:00:00,3961,9,478,581,53,3
2023-03-15 20:15:00,3662,8,521,562,47,2
2023-03-15 20:30:00,2867,8,373,465,45,4
2023-03-15 20:45:00,2386,8,547,601,47,1
2023-03-15 21:00:00,2320,7,409,509,48,2
2023-03-15 21:15:00,2357,8,381,511,43,1
2023-03-15 21:30:00,2306,5,307,364,41,3
2023-03-15 21:45:00,2106,5,246,341,43,1
2023-03-15 22:00:00,2094,6,304,249,40,3
2023-03-15 22:15:00,2101,5,283,340,42,2
2023-03-15 22:30:00,1821,6,312,317,34,2
2023-03-15 22:45:00,1607,5,175,287,36,1
2023-03-15 23:00:00,1016,6,164,227,36,2
2023-03-15 23:15:00,977,5,164,106,31,0
2023-03-15 23:30:00,992,4,71,138,34,1
2023-03-15 23:45:00,771,5,32,81,28,1
2023-03-16 00:00:00,700,5,24,3,31,1
2023-03-16 00:15:00,640,4,53,64,32,1
2023-03-16 00:30:00,632,5,46,12,28,0
2023-03-16 00:45:00,570,4,46,58,31,2
2023-03-16 01:00:00,746,6,65,46,32,2
2023-03-16 01:15:00,618,4,47,72,29,1
2023-03-16 01:30:00,378,7,53,48,29,1
2023-03-16 01:45:00,639,7,51,63,32,1
2023-03-16 02:00:00,535,6,61,23,29,1
2023-03-16 02:15:00,486,7,24,40,28,0
2023-03-16 02:30:00,674,7,50,14,27,0
2023-03-16 02:45:00,698,6,54,72,31,0
2023-03-16 03:00:00,410,7,43,73,31,2
2023-03-16 03:15:00,622,7,92,-11,29,0
2023-03-16 03:30:00,293,6,134,75,29,1
2023-03-16 03:45:00,597,8,148,72,30,1
2023-03-16 04:00:00,990,9,181,185,31,0
2023-03-16 04:15:00,1523,8,318,387,27,2
2023-03-16 04:30:00,2586,10,469,464,28,4
2023-03-16 04:45:00,2786,8,654,722,30,6
2023-03-16 05:00:00,3759,8,678,684,41,9
2023-03-16 05:15:00,4076,10,448,873,45,5
2023-03-16 05:30:00,6306,7,589,1315,57,16
2023-03-16 05:45:00,5888,7,592,1135,64,4
2023-03-16 06:00:00,5716,11,805,1385,72,25
2023-03-16 06:15:00,6498,7,777,1183,96,31
2023-03-16 06:30:00,5323,8,1226,955,107,25
2023-03-16 06:45:00,6503,7,1239,905,110,9
2023-03-16 07:00:00,6613,11,1175,784,119,20
2023-03-16 07:15:00,5835,7,778,722,136,7
2023-03-16 07:30:00,5413,11,779,550,140,6
2023-03-16 07:45:00,3996,11,775,770,150,10
2023-03-16 08:00:00,5252,7,830,484,149,10
2023-03-16 08:15:00,5036,11,813,406,154,7
2023-03-16 08:30:00,3836,8,739,701,153,8
2023-03-16 08:45:00,4522,7,646,447,152,8
2023-03-16 09:00:00,3737,8,706,505,172,11
2023-03-16 09:15:00,3922,7,681,797,151,9
2023-03-16 09:30:00,3975,12,605,760,161,2
2023-03-16 09:45:00,5097,7,655,900,171,9
2023-03-16 10:00:00,4154,10,738,701,174,5
2023-03-16 10:15:00,4243,11,663,637,174,4
2023-03-16 10:30:00,3459,7,719,904,172,3
2023-03-16 10:45:00,5119,7,781,976,170,6
2023-03-16 11:00:00,4202,8,673,861,184,8
2023-03-16 11:15:00,3924,6,719,605,174,9
2023-03-16 11:30:00,4681,7,772,702,204,4
2023-03-16 11:45:00,4756,9,656,520,197,8
2023-03-16 12:00:00,3418,6,744,746,205,5
2023-03-16 12:15:00,4251,10,710,480,212,6
2023-03-16 12:30:00,3730,9,634,667,209,2
2023-03-16 12:45:00,4169,8,742,595,177,2
2023-03-16 13:00:00,4604,6,597,360,178,8
2023-03-16 13:15:00,4682,9,795,694,186,1
2023-03-16 13:30:00,3724,10,637,575,180,5
2023-03-16 13:45:00,3751,10,705,412,187,5
2023-03-16 14:00:00,4867,11,794,511,168,6
2023-03-16 14:15:00,4411,7,939,765,159,14
2023-03-16 14:30:00,5214,11,791,908,157,8
2023-03-16 14:45:00,5405,7,892,600,159,22
2023-03-16 15:00:00,5158,11,767,1069,141,4
2023-03-16 15:15:00,5766,6,1082,1045,150,21
2023-03-16 15:30:00,5187,10,1353,1154,132,20
2023-03-16 15:45:00,7972,10,1197,1249,148,8
2023-03-16 16:00:00,9052,12,1026,1184,137,22
2023-03-16 16:15:00,9007,12,1394,1138,119,17
2023-03-16 16:30:00,9788,6,1016,1133,118,7
2023-03-16 16:45:00,7223,11,934,983,119,2
2023-03-16 17:00:00,8174,9,903,936,111,18
2023-03-16 17:15:00,9167,10,758,1446,115,15
2023-03-16 17:30:00,6627,10,1002,1266,117,8
2023-03-16 17:45:00,6393,6,742,1100,99,4
2023-03-16 18:00:00,5922,9,686,945,98,13
2023-03-16 18:15:00,3760,6,769,1198,96,12
2023-03-16 18:30:00,4409,10,1005,1106,82,6
2023-03-16 18:45:00,4764,6,905,842,76,5
2023-03-16 19:00:00,3381,7,743,658,82,8
2023-03-16 19:15:00,3464,9,619,753,68,1
2023-03-16 19:30:00,4143,6,832,572,63,1
2023-03-16 19:45:00,3912,8,739,733,61,5
2023-03-16 20:00:00,3767,5,472,791,58,2
2023-03-16 20:15:00,3689,9,575,844,52,1
2023-03-16 20:30:00,3497,5,405,509,50,1
2023-03-16 20:45:00,2861,8,424,705,45,3
2023-03-16 21:00:00,2412,6,419,404,47,3
2023-03-16 21:15:00,2007,8,512,618,42,4
2023-03-16 21:30:00,2535,4,294,556,40,1
2023-03-16 21:45:00,2504,5,267,424,41,3
2023-03-16 22:00:00,2150,4,298,244,37,2
2023-03-16 22:15:00,1924,6,331,295,36,1
2023-03-16 22:30:00,1284,4,200,189,39,0
2023-03-16 22:45:00,1258,5,219,140,33,1
2023-03-16 23:00:00,956,4,145,170,36,1
2023-03-16 23:15:00,1176,4,108,130,31,1
2023-03-16 23:30:00,500,6,98,73,30,0
2023-03-16 23:45:00,640,5,52,18,31,0
2023-03-17 00:00:00,508,4,29,28,32,0
2023-03-17 00:15:00,621,6,38,71,30,0
2023-03-17 00:30:00,573,5,62,55,31,1
2023-03-17 00:45:00,769,6,42,31,28,2
2023-03-17 01:00:00,553,4,29,34,31,2
2023-03-17 01:15:00,312,5,57,7,29,0
2023-03-17 01:30:00,310,6,34,102,31,1
2023-03-17 01:45:00,541,6,67,82,29,0
2023-03-17 02:00:00,730,5,68,15,30,0
2023-03-17 02:15:00,505,7,25,19,29,1
2023-03-17 02:30:00,504,5,48,58,28,1
2023-03-17 02:45:00,506,5,48,-3,29,1
2023-03-17 03:00:00,703,8,32,-15,29,2
2023-03-17 03:15:00,362,8,71,13,29,1
2023-03-17 03:30:00,482,6,174,57,28,2
2023-03-17 03:45:00,666,9,238,115,32,0
2023-03-17 04:00:00,746,6,338,204,30,2
2023-03-17 04:15:00,1591,8,458,245,29,2
2023-03-17 04:30:00,2221,8,469,516,29,3
2023-03-17 04:45:00,3318,8,371,792,33,7
2023-03-17 05:00:00,3131,8,554,949,37,11
2023-03-17 05:15:00,5975,10,459,722,51,14
2023-03-17 05:30:00,5988,9,708,898,61,27
2023-03-17 05:45:00,4934,10,852,974,74,9
2023-03-17 06:00:00,8596,8,681,1036,84,28
2023-03-17 06:15:00,6415,11,992,1054,96,16
2023-03-17 06:30:00,5721,9,1200,1075,106,19
2023-03-17 06:45:00,7085,9,1034,917,116,5
2023-03-17 07:00:00,6570,10,1082,796,129,11
2023-03-17 07:15:00,4115,9,978,1081,141,3
2023-03-17 07:30:00,5756,9,1047,789,148,2
2023-03-17 07:45:00,5348,11,881,577,146,3
2023-03-17 08:00:00,4918,8,777,421,149,7
2023-03-17 08:15:00,3618,8,884,483,163,1
2023-03-17 08:30:00,3135,10,709,588,152,7
2023-03-17 08:45:00,3182,8,631,656,150,2
2023-03-17 09:00:00,3618,9,609,606,176,2
2023-03-17 09:15:00,3848,11,672,510,166,6
2023-03-17 09:30:00,5151,7,777,840,170,2
2023-03-17 09:45:00,3512,9,664,598,161,6
2023-03-17 10:00:00,3973,11,768,582,185,8
2023-03-17 10:15:00,4244,8,618,901,178,9
2023-03-17 10:30:00,4252,9,631,626,182,4
2023-03-17 10:45:00,3707,7,663,592,181,7
2023-03-17 11:00:00,4189,8,781,790,194,1
2023-03-17 11:15:00,4648,8,634,661,203,5
2023-03-17 11:30:00,4012,9,768,892,185,8
2023-03-17 11:45:00,4285,6,610,653,199,9
2023-03-17 12:00:00,4615,7,700,593,189,4
2023-03-17 12:15:00,4772,9,706,532,203,9
2023-03-17 12:30:00,4144,7,672,514,205,1
2023-03-17 12:45:00,4024,9,731,549,186,7
2023-03-17 13:00:00,4891,10,739,538,179,2
2023-03-17 13:15:00,3402,7,661,652,175,7
2023-03-17 13:30:00,3450,10,735,452,187,11
2023-03-17 13:45:00,4097,11,636,370,185,10
2023-03-17 14:00:00,3867,6,904,684,163,3
2023-03-17 14:15:00,4739,9,950,372,153,10
2023-03-17 14:30:00,4824,9,745,869,159,5
2023-03-17 14:45:00,5536,10,893,470,167,7
2023-03-17 15:00:00,6903,6,1106,1084,143,10
2023-03-17 15:15:00,5502,10,829,990,154,13
2023-03-17 15:30:00,5820,8,1306,753,133,2
2023-03-17 15:45:00,5799,6,1271,1138,148,1
2023-03-17 16:00:00,6042,9,1169,899,146,5
2023-03-17 16:15:00,6439,6,1352,1364,126,33
2023-03-17 16:30:00,8339,6,912,1584,117,8
2023-03-17 16:45:00,7217,8,915,1504,125,27
2023-03-17 17:00:00,9311,11,943,1279,118,19
2023-03-17 17:15:00,7465,7,960,1340,106,18
2023-03-17 17:30:00,8115,9,1003,1346,119,19
2023-03-17 17:45:00,4674,10,886,876,95,23
2023-03-17 18:00:00,4500,8,807,865,102,9
2023-03-17 18:15:00,3852,7,894,1221,85,6
2023-03-17 18:30:00,4581,9,821,1003,87,7
2023-03-17 18:45:00,4710,7,717,672,75,3
2023-03-17 19:00:00,3235,10,819,908,74,4
2023-03-17 19:15:00,3711,6,627,788,68,4
2023-03-17 19:30:00,3003,9,777,696,65,5
2023-03-17 19:45:00,4009,7,468,938,62,5
2023-03-17 20:00:00,2775,9,550,650,55,4
2023-03-17 20:15:00,3056,5,654,819,49,4
2023-03-17 20:30:00,3522,6,693,679,47,2
2023-03-17 20:45:00,3425,6,602,402,45,3
2023-03-17 21:00:00,2833,6,451,477,48,2
2023-03-17 21:15:00,2282,6,439,442,42,1
2023-03-17 21:30:00,2454,4,358,458,44,3
2023-03-17 21:45:00,2525,7,360,439,37,2
2023-03-17 22:00:00,2284,4,288,445,42,1
2023-03-17 22:15:00,1656,6,210,393,39,2
2023-03-17 22:30:00,1573,6,262,208,34,2
2023-03-17 22:45:00,1074,6,243,184,34,0
2023-03-17 23:00:00,955,5,144,214,34,0
2023-03-17 23:15:00,1086,6,99,125,31,0
2023-03-17 23:30:00,769,6,55,117,32,1
2023-03-17 23:45:00,450,3,56,78,27,0
2023-03-18 00:00:00,411,4,49,25,31,1
2023-03-18 00:15:00,784,6,85,62,31,0
2023-03-18 00:30:00,801,6,48,100,30,0
2023-03-18 00:45:00,340,6,106,147,32,1
2023-03-18 01:00:00,703,4,140,74,31,0
2023-03-18 01:15:00,509,6,164,216,27,2
2023-03-18 01:30:00,769,6,88,182,32,2
2023-03-18 01:45:00,297,4,135,96,27,0
2023-03-18 02:00:00,753,5,203,250,31,1
2023-03-18 02:15:00,588,6,178,217,32,1
2023-03-18 02:30:00,640,5,211,240,31,2
2023-03-18 02:45:00,748,4,220,359,27,0
2023-03-18 03:00:00,443,6,267,179,29,0
2023-03-18 03:15:00,556,5,234,362,30,1
2023-03-18 03:30:00,381,4,291,200,27,3
2023-03-18 03:45:00,469,5,188,258,30,3
2023-03-18 04:00:00,640,7,344,342,29,3
2023-03-18 04:15:00,952,6,291,437,28,1
2023-03-18 04:30:00,867,4,327,381,29,3
2023-03-18 04:45:00,795,4,336,531,28,3
2023-03-18 05:00:00,1281,6,257,272,31,3
2023-03-18 05:15:00,1036,5,429,533,38,2
2023-03-18 05:30:00,1088,6,309,562,41,2
2023-03-18 05:45:00,1189,7,317,276,39,4
2023-03-18 06:00:00,1938,4,418,586,49,1
2023-03-18 06:15:00,1274,4,292,467,50,2
2023-03-18 06:30:00,2409,7,316,361,56,2
2023-03-18 06:45:00,2325,6,498,358,59,3
2023-03-18 07:00:00,2172,6,449,421,61,1
2023-03-18 07:15:00,2831,7,479,740,61,1
2023-03-18 07:30:00,2614,8,584,554,71,1
2023-03-18 07:45:00,2816,6,348,564,72,6
2023-03-18 08:00:00,2689,8,464,830,69,9
2023-03-18 08:15:00,3450,8,467,838,76,8
2023-03-18 08:30:00,2218,4,520,820,79,6
2023-03-18 08:45:00,2443,6,627,873,71,4
2023-03-18 09:00:00,2910,6,538,691,76,0
2023-03-18 09:15:00,3065,4,408,563,86,10
2023-03-18 09:30:00,3930,6,674,986,77,12
2023-03-18 09:45:00,3003,6,484,707,90,7
2023-03-18 10:00:00,2920,5,687,999,88,8
2023-03-18 10:15:00,3881,4,715,617,79,1
2023-03-18 10:30:00,3818,5,711,928,95,9
2023-03-18 10:45:00,4153,7,686,517,85,10
2023-03-18 11:00:00,3390,5,459,983,95,1
2023-03-18 11:15:00,3046,5,566,715,87,6
2023-03-18 11:30:00,4639,5,499,532,93,8
2023-03-18 11:45:00,3209,6,673,719,101,11
2023-03-18 12:00:00,4032,5,550,505,101,8
2023-03-18 12:15:00,3278,9,762,712,103,6
2023-03-18 12:30:00,2787,5,411,568,96,3
2023-03-18 12:45:00,3129,7,636,618,89,3
2023-03-18 13:00:00,2605,9,514,525,93,3
2023-03-18 13:15:00,2356,5,527,617,98,5
2023-03-18 13:30:00,3187,6,446,722,84,5
2023-03-18 13:45:00,2065,6,446,690,88,2
2023-03-18 14:00:00,3948,7,494,770,79,5
2023-03-18 14:15:00,3959,6,767,682,75,5
2023-03-18 14:30:00,2545,5,571,596,74,3
2023-03-18 14:45:00,4454,8,658,757,84,5
2023-03-18 15:00:00,3451,10,593,785,79,3
2023-03-18 15:15:00,3157,7,733,841,72,2
2023-03-18 15:30:00,3941,6,464,528,78,5
2023-03-18 15:45:00,3166,10,715,738,62,5
2023-03-18 16:00:00,3402,6,736,827,66,1
2023-03-18 16:15:00,2845,9,844,897,59,8
2023-03-18 16:30:00,3157,9,447,752,67,6
2023-03-18 16:45:00,5006,7,748,938,55,8
2023-03-18 17:00:00,3307,9,617,1211,57,12
2023-03-18 17:15:00,4191,7,494,686,61,9
2023-03-18 17:30:00,5071,6,470,874,49,3
2023-03-18 17:45:00,3960,9,507,645,51,6
2023-03-18 18:00:00,4039,8,798,1057,52,6
2023-03-18 18:15:00,4366,9,582,660,52,6
2023-03-18 18:30:00,3812,5,563,1022,45,7
2023-03-18 18:45:00,4106,4,682,895,48,6
2023-03-18 19:00:00,3851,4,537,985,41,2
2023-03-18 19:15:00,4147,8,583,574,44,4
2023-03-18 19:30:00,4190,5,339,543,46,5
2023-03-18 19:45:00,3702,7,410,750,46,5
2023-03-18 20:00:00,3465,7,290,639,40,2
2023-03-18 20:15:00,2673,5,494,498,43,2
2023-03-18 20:30:00,2898,7,246,584,35,3
2023-03-18 20:45:00,3031,4,351,379,35,3
2023-03-18 21:00:00,2794,4,383,373,36,2
2023-03-18 21:15:00,2233,5,307,347,38,2
2023-03-18 21:30:00,2185,5,195,482,39,2
2023-03-18 21:45:00,2427,6,266,209,33,3
2023-03-18 22:00:00,2004,6,293,217,38,2
2023-03-18 22:15:00,1433,5,177,346,34,2
2023-03-18 22:30:00,1200,5,146,141,34,2
2023-03-18 22:45:00,1565,5,203,138,32,1
2023-03-18 23:00:00,861,6,115,172,30,0
2023-03-18 23:15:00,1108,5,138,150,31,0
2023-03-18 23:30:00,584,6,91,29,30,1
2023-03-18 23:45:00,269,4,55,59,32,0
2023-03-19 00:00:00,566,3,30,15,28,0
2023-03-19 00:15:00,553,6,65,11,31,1
2023-03-19 00:30:00,582,6,59,69,29,0
2023-03-19 00:45:00,354,4,118,87,31,0
2023-03-19 01:00:00,755,5,94,91,27,0
2023-03-19 01:15:00,466,6,155,114,28,2
2023-03-19 01:30:00,648,6,92,137,28,1
2023-03-19 01:45:00,343,4,160,258,32,2
2023-03-19 02:00:00,794,6,125,208,29,2
2023-03-19 02:15:00,805,5,206,302,27,2
2023-03-19 02:30:00,809,6,225,302,31,2
2023-03-19 02:45:00,636,6,215,333,29,0
2023-03-19 03:00:00,743,6,224,200,29,1
2023-03-19 03:15:00,751,6,215,214,29,2
2023-03-19 03:30:00,485,4,205,392,28,1
2023-03-19 03:45:00,641,5,285,448,29,3
2023-03-19 04:00:00,449,5,330,199,27,1
2023-03-19 04:15:00,544,4,199,373,32,3
2023-03-19 04:30:00,691,6,392,327,29,2
2023-03-19 04:45:00,843,7,314,297,31,2
2023-03-19 05:00:00,1027,4,425,356,33,1
2023-03-19 05:15:00,1048,7,429,301,37,1
2023-03-19 05:30:00,1505,7,391,399,42,2
2023-03-19 05:45:00,1773,6,259,328,45,2
2023-03-19 06:00:00,1973,7,275,535,47,2
2023-03-19 06:15:00,1809,5,297,336,49,4
2023-03-19 06:30:00,2013,5,330,592,54,1
2023-03-19 06:45:00,2094,4,497,551,54,1
2023-03-19 07:00:00,1716,7,433,470,64,3
2023-03-19 07:15:00,2253,8,437,664,68,3
2023-03-19 07:30:00,3059,5,595,665,70,5
2023-03-19 07:45:00,2603,7,487,577,72,3
2023-03-19 08:00:00,2637,4,606,704,69,3
2023-03-19 08:15:00,2194,4,431,420,78,8
2023-03-19 08:30:00,2982,6,455,496,81,2
2023-03-19 08:45:00,2283,6,457,705,82,5
2023-03-19 09:00:00,3513,8,619,786,77,0
2023-03-19 09:15:00,3308,6,373,763,86,1
2023-03-19 09:30:00,3751,7,408,1004,84,12
2023-03-19 09:45:00,2861,4,641,488,87,2
2023-03-19 10:00:00,3424,6,666,624,81,4
2023-03-19 10:15:00,4808,4,472,705,86,12
2023-03-19 10:30:00,3001,5,610,667,82,8
2023-03-19 10:45:00,3885,9,736,514,93,12
2023-03-19 11:00:00,4922,7,515,996,84,2
2023-03-19 11:15:00,3204,9,572,681,88,7
2023-03-19 11:30:00,4352,9,658,660,88,3
2023-03-19 11:45:00,3200,5,646,816,93,8
2023-03-19 12:00:00,3717,9,567,541,106,7
2023-03-19 12:15:00,3679,7,703,942,104,7
2023-03-19 12:30:00,4528,8,442,683,102,3
2023-03-19 12:45:00,2669,5,456,571,92,5
2023-03-19 13:00:00,4129,7,470,657,89,5
2023-03-19 13:15:00,4124,8,658,595,95,4
2023-03-19 13:30:00,2962,7,522,741,81,3
2023-03-19 13:45:00,3440,6,635,832,83,1
2023-03-19 14:00:00,3256,5,609,783,84,3
2023-03-19 14:15:00,3559,7,731,465,82,2
2023-03-19 14:30:00,2358,6,479,774,88,2
2023-03-19 14:45:00,3196,6,649,483,79,3
2023-03-19 15:00:00,2718,7,696,644,76,8
2023-03-19 15:15:00,3121,9,437,675,72,8
2023-03-19 15:30:00,3173,6,835,888,68,7
2023-03-19 15:45:00,4233,6,603,942,62,5
2023-03-19 16:00:00,4272,8,548,986,70,10
2023-03-19 16:15:00,3498,7,511,903,70,9
2023-03-19 16:30:00,4066,8,818,1153,63,3
2023-03-19 16:45:00,4996,7,565,861,62,10
2023-03-19 17:00:00,4366,7,498,1135,53,11
2023-03-19 17:15:00,3872,7,580,710,59,10
2023-03-19 17:30:00,4288,6,488,919,58,10
2023-03-19 17:45:00,5557,7,669,634,47,7
2023-03-19 18:00:00,5197,6,824,1198,51,3
2023-03-19 18:15:00,3878,7,424,647,52,3
2023-03-19 18:30:00,4231,6,650,688,49,2
2023-03-19 18:45:00,5110,5,580,556,47,3
2023-03-19 19:00:00,4863,8,471,833,48,2
2023-03-19 19:15:00,4062,4,638,887,44,2
2023-03-19 19:30:00,4192,5,611,552,43,5
2023-03-19 19:45:00,3468,4,495,579,40,1
2023-03-19 20:00:00,3088,8,296,764,41,2
2023-03-19 20:15:00,2644,5,345,481,38,1
2023-03-19 20:30:00,3294,5,449,488,36,1
2023-03-19 20:45:00,2391,5,365,335,39,2
2023-03-19 21:00:00,2461,4,285,518,37,2
2023-03-19 21:15:00,3001,7,222,316,39,2
2023-03-19 21:30:00,2764,6,335,468,38,1
2023-03-19 21:45:00,2308,5,258,411,36,3
2023-03-19 22:00:00,1677,6,257,375,38,2
2023-03-19 22:15:00,1595,5,266,151,31,1
2023-03-19 22:30:00,1815,5,174,139,30,1
2023-03-19 22:45:00,1371,6,129,112,30,1
2023-03-19 23:00:00,1275,6,96,122,33,2
2023-03-19 23:15:00,843,4,75,89,29,0
2023-03-19 23:30:00,474,6,87,48,31,0
2023-03-19 23:45:00,460,4,44,31,32,0
2023-03-20 00:00:00,651,6,28,64,30,1
2023-03-20 00:15:00,602,5,81,54,32,1
2023-03-20 00:30:00,720,6,41,14,32,1
2023-03-20 00:45:00,440,5,39,22,28,2
2023-03-20 01:00:00,593,5,25,10,30,1
2023-03-20 01:15:00,438,5,55,76,31,1
2023-03-20 01:30:00,635,5,62,83,31,1
2023-03-20 01:45:00,293,7,34,21,28,0
2023-03-20 02:00:00,719,7,56,75,28,1
2023-03-20 02:15:00,571,6,45,52,29,1
2023-03-20 02:30:00,452,8,28,40,29,1
2023-03-20 02:45:00,803,7,50,-10,32,0
2023-03-20 03:00:00,308,8,61,31,32,2
2023-03-20 03:15:00,235,7,73,6,33,2
2023-03-20 03:30:00,305,6,126,51,29,1
2023-03-20 03:45:00,795,8,269,159,32,2
2023-03-20 04:00:00,712,9,283,212,29,2
2023-03-20 04:15:00,1154,7,284,363,29,1
2023-03-20 04:30:00,2504,8,362,547,29,4
2023-03-20 04:45:00,2925,9,567,453,31,1
2023-03-20 05:00:00,3428,9,636,866,36,11
2023-03-20 05:15:00,5538,7,883,1008,46,9
2023-03-20 05:30:00,6982,7,966,837,56,17
2023-03-20 05:45:00,7450,7,1114,1265,76,21
2023-03-20 06:00:00,8282,7,1076,913,72,4
2023-03-20 06:15:00,5374,11,989,1010,83,32
2023-03-20 06:30:00,6261,7,1222,1298,96,21
2023-03-20 06:45:00,6725,11,906,1040,101,25
2023-03-20 07:00:00,7323,7,1157,1026,131,19
2023-03-20 07:15:00,4383,9,716,1017,124,3
2023-03-20 07:30:00,4881,10,1081,522,145,4
2023-03-20 07:45:00,3913,10,915,769,142,10
2023-03-20 08:00:00,3759,10,944,485,161,4
2023-03-20 08:15:00,5165,12,640,638,150,8
2023-03-20 08:30:00,4346,8,774,757,157,2
2023-03-20 08:45:00,3579,10,695,621,162,1
2023-03-20 09:00:00,3233,8,705,468,178,6
2023-03-20 09:15:00,3568,7,708,820,166,6
2023-03-20 09:30:00,5057,12,694,591,182,5
2023-03-20 09:45:00,4189,9,686,814,164,7
2023-03-20 10:00:00,4648,11,782,549,167,3
2023-03-20 10:15:00,5031,8,765,533,168,10
2023-03-20 10:30:00,4060,9,660,631,188,9
2023-03-20 10:45:00,3382,8,705,747,192,8
2023-03-20 11:00:00,4234,7,642,850,187,10
2023-03-20 11:15:00,3875,10,779,796,182,3
2023-03-20 11:30:00,3399,9,725,711,181,7
2023-03-20 11:45:00,3202,9,780,666,185,9
2023-03-20 12:00:00,4457,6,735,754,191,9
2023-03-20 12:15:00,3305,7,779,587,187,10
2023-03-20 12:30:00,4381,9,729,541,207,10
2023-03-20 12:45:00,4787,9,759,388,177,6
2023-03-20 13:00:00,4864,8,631,567,173,7
2023-03-20 13:15:00,4463,10,666,669,175,4
2023-03-20 13:30:00,4484,6,696,634,190,5
2023-03-20 13:45:00,4683,6,786,523,161,13
2023-03-20 14:00:00,3758,10,890,398,175,1
2023-03-20 14:15:00,4084,7,961,328,154,5
2023-03-20 14:30:00,5138,7,907,450,151,13
2023-03-20 14:45:00,5707,11,925,637,167,22
2023-03-20 15:00:00,5628,12,1011,923,141,21
2023-03-20 15:15:00,6582,9,1051,977,140,22
2023-03-20 15:30:00,7345,10,1110,1168,147,14
2023-03-20 15:45:00,6770,10,863,802,144,25
2023-03-20 16:00:00,7900,7,1500,1219,135,13
2023-03-20 16:15:00,8508,6,1321,1426,120,28
2023-03-20 16:30:00,6567,11,1437,1424,134,30
2023-03-20 16:45:00,10173,11,822,992,122,14
2023-03-20 17:00:00,8604,11,1270,976,118,28
2023-03-20 17:15:00,6654,10,870,1191,104,12
2023-03-20 17:30:00,8175,10,703,1116,101,15
2023-03-20 17:45:00,7195,11,741,924,100,6
2023-03-20 18:00:00,4998,7,1034,1147,95,6
2023-03-20 18:15:00,3934,9,679,1017,86,17
2023-03-20 18:30:00,3781,6,632,691,95,3
2023-03-20 18:45:00,3944,8,984,929,78,1
2023-03-20 19:00:00,4700,9,916,883,80,7
2023-03-20 19:15:00,3649,10,725,717,73,5
2023-03-20 19:30:00,3674,8,597,674,67,1
2023-03-20 19:45:00,3925,8,724,891,56,4
